Serial Number:20799874 --

"Date Time, GMT -0400","Temp, (*F)","Button Down","Button Up","Host Connect","EOF"
2021-05-07 09:40:04,55.39, , , , 
2021-05-07 09:55:04,55.78, , , , 
2021-05-07 10:10:04,55.93, , , , 
2021-05-07 10:25:04,56.24, , , , 
2021-05-07 10:40:04,56.55, , , , 
2021-05-07 10:55:04,56.94, , , , 
2021-05-07 11:10:04,57.01, , , , 
2021-05-07 11:25:04,57.32, , , , 
2021-05-07 11:40:04,57.79, , , , 
2021-05-07 11:55:04,58.17, , , , 
2021-05-07 12:10:04,58.48, , , , 
2021-05-07 12:25:04,58.87, , , , 
2021-05-07 12:40:04,59.25, , , , 
2021-05-07 12:55:04,59.49, , , , 
2021-05-07 13:10:04,59.56, , , , 
2021-05-07 13:25:04,59.56, , , , 
2021-05-07 13:40:04,59.49, , , , 
2021-05-07 13:55:04,59.41, , , , 
2021-05-07 14:10:04,59.41, , , , 
2021-05-07 14:25:04,59.41, , , , 
2021-05-07 14:40:04,59.41, , , , 
2021-05-07 14:55:04,59.49, , , , 
2021-05-07 15:10:04,59.56, , , , 
2021-05-07 15:25:04,59.79, , , , 
2021-05-07 15:40:04,59.79, , , , 
2021-05-07 15:55:04,60.03, , , , 
2021-05-07 16:10:04,60.10, , , , 
2021-05-07 16:25:04,60.10, , , , 
2021-05-07 16:40:04,60.10, , , , 
2021-05-07 16:55:04,60.03, , , , 
2021-05-07 17:10:04,59.95, , , , 
2021-05-07 17:25:04,59.72, , , , 
2021-05-07 17:40:04,59.56, , , , 
2021-05-07 17:55:04,59.33, , , , 
2021-05-07 18:10:04,59.18, , , , 
2021-05-07 18:25:04,59.10, , , , 
2021-05-07 18:40:04,58.87, , , , 
2021-05-07 18:55:04,58.64, , , , 
2021-05-07 19:10:04,58.48, , , , 
2021-05-07 19:25:04,58.33, , , , 
2021-05-07 19:40:04,58.17, , , , 
2021-05-07 19:55:04,58.02, , , , 
2021-05-07 20:10:04,57.86, , , , 
2021-05-07 20:25:04,57.71, , , , 
2021-05-07 20:40:04,57.56, , , , 
2021-05-07 20:55:04,57.40, , , , 
2021-05-07 21:10:04,57.17, , , , 
2021-05-07 21:25:04,57.01, , , , 
2021-05-07 21:40:04,56.78, , , , 
2021-05-07 21:55:04,56.55, , , , 
2021-05-07 22:10:04,56.40, , , , 
2021-05-07 22:25:04,56.17, , , , 
2021-05-07 22:40:04,56.01, , , , 
2021-05-07 22:55:04,55.86, , , , 
2021-05-07 23:10:04,55.70, , , , 
2021-05-07 23:25:04,55.47, , , , 
2021-05-07 23:40:04,55.32, , , , 
2021-05-07 23:55:04,55.16, , , , 
2021-05-08 00:10:04,55.01, , , , 
2021-05-08 00:25:04,54.93, , , , 
2021-05-08 00:40:04,54.78, , , , 
2021-05-08 00:55:04,54.70, , , , 
2021-05-08 01:10:04,54.54, , , , 
2021-05-08 01:25:04,54.39, , , , 
2021-05-08 01:40:04,54.23, , , , 
2021-05-08 01:55:04,54.16, , , , 
2021-05-08 02:10:04,54.08, , , , 
2021-05-08 02:25:04,53.85, , , , 
2021-05-08 02:40:04,53.85, , , , 
2021-05-08 02:55:04,53.85, , , , 
2021-05-08 03:10:04,53.77, , , , 
2021-05-08 03:25:04,53.62, , , , 
2021-05-08 03:40:04,53.62, , , , 
2021-05-08 03:55:04,53.46, , , , 
2021-05-08 04:10:04,53.39, , , , 
2021-05-08 04:25:04,53.31, , , , 
2021-05-08 04:40:04,53.31, , , , 
2021-05-08 04:55:04,53.23, , , , 
2021-05-08 05:10:04,53.23, , , , 
2021-05-08 05:25:04,53.15, , , , 
2021-05-08 05:40:04,53.00, , , , 
2021-05-08 05:55:04,53.08, , , , 
2021-05-08 06:10:04,53.00, , , , 
2021-05-08 06:25:04,53.08, , , , 
2021-05-08 06:40:04,53.00, , , , 
2021-05-08 06:55:04,52.46, , , , 
2021-05-08 07:10:04,52.69, , , , 
2021-05-08 07:25:04,53.15, , , , 
2021-05-08 07:40:04,53.31, , , , 
2021-05-08 07:55:04,53.46, , , , 
2021-05-08 08:10:04,53.69, , , , 
2021-05-08 08:25:04,53.77, , , , 
2021-05-08 08:40:04,53.85, , , , 
2021-05-08 08:55:04,53.85, , , , 
2021-05-08 09:10:04,54.00, , , , 
2021-05-08 09:25:04,54.08, , , , 
2021-05-08 09:40:04,54.16, , , , 
2021-05-08 09:55:04,54.31, , , , 
2021-05-08 10:10:04,54.39, , , , 
2021-05-08 10:25:04,54.47, , , , 
2021-05-08 10:40:04,54.54, , , , 
2021-05-08 10:55:04,54.47, , , , 
2021-05-08 11:10:04,54.62, , , , 
2021-05-08 11:25:04,54.70, , , , 
2021-05-08 11:40:04,54.85, , , , 
2021-05-08 11:55:04,55.08, , , , 
2021-05-08 12:10:04,55.16, , , , 
2021-05-08 12:25:04,55.39, , , , 
2021-05-08 12:40:04,55.62, , , , 
2021-05-08 12:55:04,55.78, , , , 
2021-05-08 13:10:04,56.01, , , , 
2021-05-08 13:25:04,56.09, , , , 
2021-05-08 13:40:04,56.24, , , , 
2021-05-08 13:55:04,56.24, , , , 
2021-05-08 14:10:04,56.40, , , , 
2021-05-08 14:25:04,56.40, , , , 
2021-05-08 14:40:04,56.55, , , , 
2021-05-08 14:55:04,56.63, , , , 
2021-05-08 15:10:04,56.78, , , , 
2021-05-08 15:25:04,56.86, , , , 
2021-05-08 15:40:04,57.09, , , , 
2021-05-08 15:55:04,57.01, , , , 
2021-05-08 16:10:04,57.32, , , , 
2021-05-08 16:25:04,57.32, , , , 
2021-05-08 16:40:04,57.40, , , , 
2021-05-08 16:55:04,57.32, , , , 
2021-05-08 17:10:04,57.32, , , , 
2021-05-08 17:25:04,57.25, , , , 
2021-05-08 17:40:04,57.25, , , , 
2021-05-08 17:55:04,57.25, , , , 
2021-05-08 18:10:04,57.09, , , , 
2021-05-08 18:25:04,57.09, , , , 
2021-05-08 18:40:04,56.94, , , , 
2021-05-08 18:55:04,56.94, , , , 
2021-05-08 19:10:04,56.86, , , , 
2021-05-08 19:25:04,56.78, , , , 
2021-05-08 19:40:04,56.78, , , , 
2021-05-08 19:55:04,56.63, , , , 
2021-05-08 20:10:04,56.47, , , , 
2021-05-08 20:25:04,56.40, , , , 
2021-05-08 20:40:04,56.32, , , , 
2021-05-08 20:55:04,56.24, , , , 
2021-05-08 21:10:04,56.17, , , , 
2021-05-08 21:25:04,56.09, , , , 
2021-05-08 21:40:04,56.09, , , , 
2021-05-08 21:55:04,55.93, , , , 
2021-05-08 22:10:04,55.86, , , , 
2021-05-08 22:25:04,55.78, , , , 
2021-05-08 22:40:04,55.62, , , , 
2021-05-08 22:55:04,55.55, , , , 
2021-05-08 23:10:04,55.47, , , , 
2021-05-08 23:25:04,55.39, , , , 
2021-05-08 23:40:04,55.32, , , , 
2021-05-08 23:55:04,55.24, , , , 
2021-05-09 00:10:04,55.16, , , , 
2021-05-09 00:25:04,55.16, , , , 
2021-05-09 00:40:04,55.01, , , , 
2021-05-09 00:55:04,55.01, , , , 
2021-05-09 01:10:04,54.85, , , , 
2021-05-09 01:25:04,54.85, , , , 
2021-05-09 01:40:04,54.78, , , , 
2021-05-09 01:55:04,54.62, , , , 
2021-05-09 02:10:04,54.62, , , , 
2021-05-09 02:25:04,54.54, , , , 
2021-05-09 02:40:04,54.39, , , , 
2021-05-09 02:55:04,54.31, , , , 
2021-05-09 03:10:04,54.23, , , , 
2021-05-09 03:25:04,54.16, , , , 
2021-05-09 03:40:04,54.00, , , , 
2021-05-09 03:55:04,53.93, , , , 
2021-05-09 04:10:04,53.77, , , , 
2021-05-09 04:25:04,53.69, , , , 
2021-05-09 04:40:04,53.62, , , , 
2021-05-09 04:55:04,53.46, , , , 
2021-05-09 05:10:04,53.46, , , , 
2021-05-09 05:25:04,53.31, , , , 
2021-05-09 05:40:04,53.23, , , , 
2021-05-09 05:55:04,53.00, , , , 
2021-05-09 06:10:04,52.84, , , , 
2021-05-09 06:25:04,52.84, , , , 
2021-05-09 06:40:04,52.69, , , , 
2021-05-09 06:55:04,52.77, , , , 
2021-05-09 07:10:04,52.77, , , , 
2021-05-09 07:25:04,52.77, , , , 
2021-05-09 07:40:04,53.00, , , , 
2021-05-09 07:55:04,53.08, , , , 
2021-05-09 08:10:04,53.31, , , , 
2021-05-09 08:25:04,53.62, , , , 
2021-05-09 08:40:04,54.00, , , , 
2021-05-09 08:55:04,54.39, , , , 
2021-05-09 09:10:04,54.70, , , , 
2021-05-09 09:25:04,55.24, , , , 
2021-05-09 09:40:04,55.16, , , , 
2021-05-09 09:55:04,55.86, , , , 
2021-05-09 10:10:04,56.17, , , , 
2021-05-09 10:25:04,55.86, , , , 
2021-05-09 10:40:04,56.63, , , , 
2021-05-09 10:55:04,56.63, , , , 
2021-05-09 11:10:04,56.86, , , , 
2021-05-09 11:25:04,57.25, , , , 
2021-05-09 11:40:04,57.86, , , , 
2021-05-09 11:55:04,58.02, , , , 
2021-05-09 12:10:04,58.40, , , , 
2021-05-09 12:25:04,58.64, , , , 
2021-05-09 12:40:04,59.10, , , , 
2021-05-09 12:55:04,59.49, , , , 
2021-05-09 13:10:04,59.87, , , , 
2021-05-09 13:25:04,60.34, , , , 
2021-05-09 13:40:04,60.26, , , , 
2021-05-09 13:55:04,60.49, , , , 
2021-05-09 14:10:04,61.11, , , , 
2021-05-09 14:25:04,61.26, , , , 
2021-05-09 14:40:04,61.42, , , , 
2021-05-09 14:55:04,61.42, , , , 
2021-05-09 15:10:04,61.65, , , , 
2021-05-09 15:25:04,61.65, , , , 
2021-05-09 15:40:04,61.57, , , , 
2021-05-09 15:55:04,61.34, , , , 
2021-05-09 16:10:04,61.34, , , , 
2021-05-09 16:25:04,61.26, , , , 
2021-05-09 16:40:04,61.18, , , , 
2021-05-09 16:55:04,61.11, , , , 
2021-05-09 17:10:04,61.11, , , , 
2021-05-09 17:25:04,60.95, , , , 
2021-05-09 17:40:04,61.03, , , , 
2021-05-09 17:55:04,60.88, , , , 
2021-05-09 18:10:04,60.72, , , , 
2021-05-09 18:25:04,60.64, , , , 
2021-05-09 18:40:04,60.49, , , , 
2021-05-09 18:55:04,60.34, , , , 
2021-05-09 19:10:04,60.26, , , , 
2021-05-09 19:25:04,60.18, , , , 
2021-05-09 19:40:04,59.95, , , , 
2021-05-09 19:55:04,59.87, , , , 
2021-05-09 20:10:04,59.72, , , , 
2021-05-09 20:25:04,59.56, , , , 
2021-05-09 20:40:04,59.41, , , , 
2021-05-09 20:55:04,59.10, , , , 
2021-05-09 21:10:04,58.95, , , , 
2021-05-09 21:25:04,58.64, , , , 
2021-05-09 21:40:04,58.56, , , , 
2021-05-09 21:55:04,58.40, , , , 
2021-05-09 22:10:04,58.25, , , , 
2021-05-09 22:25:04,58.02, , , , 
2021-05-09 22:40:04,57.94, , , , 
2021-05-09 22:55:04,57.71, , , , 
2021-05-09 23:10:04,57.71, , , , 
2021-05-09 23:25:04,57.56, , , , 
2021-05-09 23:40:04,57.48, , , , 
2021-05-09 23:55:04,57.40, , , , 
2021-05-10 00:10:04,57.32, , , , 
2021-05-10 00:25:04,57.17, , , , 
2021-05-10 00:40:04,57.17, , , , 
2021-05-10 00:55:04,57.01, , , , 
2021-05-10 01:10:04,56.94, , , , 
2021-05-10 01:25:04,56.86, , , , 
2021-05-10 01:40:04,56.78, , , , 
2021-05-10 01:55:04,56.71, , , , 
2021-05-10 02:10:04,56.63, , , , 
2021-05-10 02:25:04,56.55, , , , 
2021-05-10 02:40:04,56.40, , , , 
2021-05-10 02:55:04,56.24, , , , 
2021-05-10 03:10:04,56.17, , , , 
2021-05-10 03:25:04,55.93, , , , 
2021-05-10 03:40:04,55.55, , , , 
2021-05-10 03:55:04,55.55, , , , 
2021-05-10 04:10:04,55.39, , , , 
2021-05-10 04:25:04,55.32, , , , 
2021-05-10 04:40:04,55.32, , , , 
2021-05-10 04:55:04,55.24, , , , 
2021-05-10 05:10:04,55.24, , , , 
2021-05-10 05:25:04,55.16, , , , 
2021-05-10 05:40:04,55.24, , , , 
2021-05-10 05:55:04,55.24, , , , 
2021-05-10 06:10:04,55.24, , , , 
2021-05-10 06:25:04,55.24, , , , 
2021-05-10 06:40:04,55.16, , , , 
2021-05-10 06:55:04,55.16, , , , 
2021-05-10 07:10:04,55.24, , , , 
2021-05-10 07:25:04,55.32, , , , 
2021-05-10 07:40:04,55.39, , , , 
2021-05-10 07:55:04,55.32, , , , 
2021-05-10 08:10:04,55.47, , , , 
2021-05-10 08:25:04,55.55, , , , 
2021-05-10 08:40:04,55.47, , , , 
2021-05-10 08:55:04,55.55, , , , 
2021-05-10 09:10:04,55.78, , , , 
2021-05-10 09:25:04,55.78, , , , 
2021-05-10 09:40:04,55.78, , , , 
2021-05-10 09:55:04,55.93, , , , 
2021-05-10 10:10:04,56.01, , , , 
2021-05-10 10:25:04,56.09, , , , 
2021-05-10 10:40:04,56.24, , , , 
2021-05-10 10:55:04,56.40, , , , 
2021-05-10 11:10:04,56.47, , , , 
2021-05-10 11:25:04,56.55, , , , 
2021-05-10 11:40:04,56.47, , , , 
2021-05-10 11:55:04,56.47, , , , 
2021-05-10 12:10:04,56.47, , , , 
2021-05-10 12:25:04,56.63, , , , 
2021-05-10 12:40:04,56.94, , , , 
2021-05-10 12:55:04,57.01, , , , 
2021-05-10 13:10:04,57.09, , , , 
2021-05-10 13:25:04,57.09, , , , 
2021-05-10 13:40:04,57.17, , , , 
2021-05-10 13:55:04,57.32, , , , 
2021-05-10 14:10:04,57.63, , , , 
2021-05-10 14:25:04,57.79, , , , 
2021-05-10 14:40:04,58.25, , , , 
2021-05-10 14:55:04,58.33, , , , 
2021-05-10 15:10:04,58.64, , , , 
2021-05-10 15:25:04,58.87, , , , 
2021-05-10 15:40:04,58.95, , , , 
2021-05-10 15:55:04,58.87, , , , 
2021-05-10 16:10:04,58.79, , , , 
2021-05-10 16:25:04,58.79, , , , 
2021-05-10 16:40:04,58.64, , , , 
2021-05-10 16:55:04,58.71, , , , 
2021-05-10 17:10:04,58.64, , , , 
2021-05-10 17:25:04,58.56, , , , 
2021-05-10 17:40:04,58.56, , , , 
2021-05-10 17:55:04,58.48, , , , 
2021-05-10 18:10:04,58.48, , , , 
2021-05-10 18:25:04,58.48, , , , 
2021-05-10 18:40:04,58.48, , , , 
2021-05-10 18:55:04,58.48, , , , 
2021-05-10 19:10:04,58.48, , , , 
2021-05-10 19:25:04,58.48, , , , 
2021-05-10 19:40:04,58.48, , , , 
2021-05-10 19:55:04,58.40, , , , 
2021-05-10 20:10:04,58.33, , , , 
2021-05-10 20:25:04,58.25, , , , 
2021-05-10 20:40:04,58.10, , , , 
2021-05-10 20:55:04,57.94, , , , 
2021-05-10 21:10:04,57.94, , , , 
2021-05-10 21:25:04,57.79, , , , 
2021-05-10 21:40:04,57.71, , , , 
2021-05-10 21:55:04,57.63, , , , 
2021-05-10 22:10:04,57.48, , , , 
2021-05-10 22:25:04,57.40, , , , 
2021-05-10 22:40:04,57.32, , , , 
2021-05-10 22:55:04,57.17, , , , 
2021-05-10 23:10:04,57.01, , , , 
2021-05-10 23:25:04,56.94, , , , 
2021-05-10 23:40:04,56.86, , , , 
2021-05-10 23:55:04,56.78, , , , 
2021-05-11 00:10:04,56.71, , , , 
2021-05-11 00:25:04,56.55, , , , 
2021-05-11 00:40:04,56.47, , , , 
2021-05-11 00:55:04,56.40, , , , 
2021-05-11 01:10:04,56.32, , , , 
2021-05-11 01:25:04,56.32, , , , 
2021-05-11 01:40:04,56.17, , , , 
2021-05-11 01:55:04,56.17, , , , 
2021-05-11 02:10:04,56.09, , , , 
2021-05-11 02:25:04,55.93, , , , 
2021-05-11 02:40:04,55.93, , , , 
2021-05-11 02:55:04,55.86, , , , 
2021-05-11 03:10:04,55.86, , , , 
2021-05-11 03:25:04,55.70, , , , 
2021-05-11 03:40:04,55.70, , , , 
2021-05-11 03:55:04,55.62, , , , 
2021-05-11 04:10:04,55.39, , , , 
2021-05-11 04:25:04,55.32, , , , 
2021-05-11 04:40:04,55.32, , , , 
2021-05-11 04:55:04,55.24, , , , 
2021-05-11 05:10:04,55.16, , , , 
2021-05-11 05:25:04,55.16, , , , 
2021-05-11 05:40:04,55.01, , , , 
2021-05-11 05:55:04,55.01, , , , 
2021-05-11 06:10:04,54.93, , , , 
2021-05-11 06:25:04,54.85, , , , 
2021-05-11 06:40:04,54.85, , , , 
2021-05-11 06:55:04,54.78, , , , 
2021-05-11 07:10:04,54.78, , , , 
2021-05-11 07:25:04,54.93, , , , 
2021-05-11 07:40:04,54.85, , , , 
2021-05-11 07:55:04,55.01, , , , 
2021-05-11 08:10:04,55.01, , , , 
2021-05-11 08:25:04,55.08, , , , 
2021-05-11 08:40:04,55.39, , , , 
2021-05-11 08:55:04,55.55, , , , 
2021-05-11 09:10:04,56.09, , , , 
2021-05-11 09:25:04,56.17, , , , 
2021-05-11 09:40:04,56.24, , , , 
2021-05-11 09:55:04,56.86, , , , 
2021-05-11 10:10:04,56.55, , , , 
2021-05-11 10:25:04,56.63, , , , 
2021-05-11 10:40:04,56.94, , , , 
2021-05-11 10:55:04,57.09, , , , 
2021-05-11 11:10:04,57.25, , , , 
2021-05-11 11:25:04,57.63, , , , 
2021-05-11 11:40:04,58.02, , , , 
2021-05-11 11:55:04,58.17, , , , 
2021-05-11 12:10:04,58.40, , , , 
2021-05-11 12:25:04,58.71, , , , 
2021-05-11 12:40:04,59.02, , , , 
2021-05-11 12:55:04,59.56, , , , 
2021-05-11 13:10:04,59.72, , , , 
2021-05-11 13:25:04,60.10, , , , 
2021-05-11 13:40:04,60.34, , , , 
2021-05-11 13:55:04,60.57, , , , 
2021-05-11 14:10:04,61.11, , , , 
2021-05-11 14:25:04,61.18, , , , 
2021-05-11 14:40:04,61.65, , , , 
2021-05-11 14:55:04,61.65, , , , 
2021-05-11 15:10:04,61.72, , , , 
2021-05-11 15:25:04,61.65, , , , 
2021-05-11 15:40:04,61.88, , , , 
2021-05-11 15:55:04,61.96, , , , 
2021-05-11 16:10:04,62.19, , , , 
2021-05-11 16:25:04,61.88, , , , 
2021-05-11 16:40:04,62.11, , , , 
2021-05-11 16:55:04,61.65, , , , 
2021-05-11 17:10:04,61.72, , , , 
2021-05-11 17:25:04,61.42, , , , 
2021-05-11 17:40:04,61.26, , , , 
2021-05-11 17:55:04,61.11, , , , 
2021-05-11 18:10:04,61.11, , , , 
2021-05-11 18:25:04,60.88, , , , 
2021-05-11 18:40:04,60.80, , , , 
2021-05-11 18:55:04,60.64, , , , 
2021-05-11 19:10:04,60.34, , , , 
2021-05-11 19:25:04,60.10, , , , 
2021-05-11 19:40:04,60.03, , , , 
2021-05-11 19:55:04,59.87, , , , 
2021-05-11 20:10:04,59.56, , , , 
2021-05-11 20:25:04,59.49, , , , 
2021-05-11 20:40:04,59.33, , , , 
2021-05-11 20:55:04,59.10, , , , 
2021-05-11 21:10:04,58.87, , , , 
2021-05-11 21:25:04,58.71, , , , 
2021-05-11 21:40:04,58.48, , , , 
2021-05-11 21:55:04,58.33, , , , 
2021-05-11 22:10:04,58.10, , , , 
2021-05-11 22:25:04,57.94, , , , 
2021-05-11 22:40:04,57.79, , , , 
2021-05-11 22:55:04,57.63, , , , 
2021-05-11 23:10:04,57.48, , , , 
2021-05-11 23:25:04,57.17, , , , 
2021-05-11 23:40:04,57.01, , , , 
2021-05-11 23:55:04,56.86, , , , 
2021-05-12 00:10:04,56.78, , , , 
2021-05-12 00:25:04,56.55, , , , 
2021-05-12 00:40:04,56.40, , , , 
2021-05-12 00:55:04,56.24, , , , 
2021-05-12 01:10:04,56.09, , , , 
2021-05-12 01:25:04,55.93, , , , 
2021-05-12 01:40:04,55.86, , , , 
2021-05-12 01:55:04,55.70, , , , 
2021-05-12 02:10:04,55.62, , , , 
2021-05-12 02:25:04,55.39, , , , 
2021-05-12 02:40:04,55.24, , , , 
2021-05-12 02:55:04,55.08, , , , 
2021-05-12 03:10:04,54.93, , , , 
2021-05-12 03:25:04,54.78, , , , 
2021-05-12 03:40:04,54.70, , , , 
2021-05-12 03:55:04,54.62, , , , 
2021-05-12 04:10:04,54.39, , , , 
2021-05-12 04:25:04,54.31, , , , 
2021-05-12 04:40:04,54.16, , , , 
2021-05-12 04:55:04,54.16, , , , 
2021-05-12 05:10:04,54.00, , , , 
2021-05-12 05:25:04,54.00, , , , 
2021-05-12 05:40:04,53.85, , , , 
2021-05-12 05:55:04,53.85, , , , 
2021-05-12 06:10:04,53.77, , , , 
2021-05-12 06:25:04,53.77, , , , 
2021-05-12 06:40:04,53.69, , , , 
2021-05-12 06:55:04,53.69, , , , 
2021-05-12 07:10:04,53.62, , , , 
2021-05-12 07:25:04,53.77, , , , 
2021-05-12 07:40:04,53.77, , , , 
2021-05-12 07:55:04,53.85, , , , 
2021-05-12 08:10:04,53.93, , , , 
2021-05-12 08:25:04,54.16, , , , 
2021-05-12 08:40:04,54.47, , , , 
2021-05-12 08:55:04,54.54, , , , 
2021-05-12 09:10:04,55.32, , , , 
2021-05-12 09:25:04,55.24, , , , 
2021-05-12 09:40:04,55.78, , , , 
2021-05-12 09:55:04,56.24, , , , 
2021-05-12 10:10:04,56.09, , , , 
2021-05-12 10:25:04,56.01, , , , 
2021-05-12 10:40:04,56.24, , , , 
2021-05-12 10:55:04,56.55, , , , 
2021-05-12 11:10:04,56.94, , , , 
2021-05-12 11:25:04,57.17, , , , 
2021-05-12 11:40:04,57.71, , , , 
2021-05-12 11:55:04,57.79, , , , 
2021-05-12 12:10:04,58.10, , , , 
2021-05-12 12:25:04,58.48, , , , 
2021-05-12 12:40:04,58.79, , , , 
2021-05-12 12:55:04,59.64, , , , 
2021-05-12 13:10:04,59.49, , , , 
2021-05-12 13:25:04,60.10, , , , 
2021-05-12 13:40:04,60.10, , , , 
2021-05-12 13:55:04,60.34, , , , 
2021-05-12 14:10:04,60.41, , , , 
2021-05-12 14:25:04,60.64, , , , 
2021-05-12 14:40:04,60.64, , , , 
2021-05-12 14:55:04,60.88, , , , 
2021-05-12 15:10:04,61.26, , , , 
2021-05-12 15:25:04,61.65, , , , 
2021-05-12 15:40:04,62.11, , , , 
2021-05-12 15:55:04,61.65, , , , 
2021-05-12 16:10:04,61.88, , , , 
2021-05-12 16:25:04,61.72, , , , 
2021-05-12 16:40:04,62.11, , , , 
2021-05-12 16:55:04,61.80, , , , 
2021-05-12 17:10:04,61.88, , , , 
2021-05-12 17:25:04,61.57, , , , 
2021-05-12 17:40:04,61.57, , , , 
2021-05-12 17:55:04,61.49, , , , 
2021-05-12 18:10:04,61.57, , , , 
2021-05-12 18:25:04,61.42, , , , 
2021-05-12 18:40:04,61.34, , , , 
2021-05-12 18:55:04,61.34, , , , 
2021-05-12 19:10:04,61.18, , , , 
2021-05-12 19:25:04,61.11, , , , 
2021-05-12 19:40:04,61.03, , , , 
2021-05-12 19:55:04,60.95, , , , 
2021-05-12 20:10:04,60.88, , , , 
2021-05-12 20:25:04,60.80, , , , 
2021-05-12 20:40:04,60.57, , , , 
2021-05-12 20:55:04,60.41, , , , 
2021-05-12 21:10:04,60.34, , , , 
2021-05-12 21:25:04,60.10, , , , 
2021-05-12 21:40:04,60.03, , , , 
2021-05-12 21:55:04,59.79, , , , 
2021-05-12 22:10:04,59.64, , , , 
2021-05-12 22:25:04,59.49, , , , 
2021-05-12 22:40:04,59.25, , , , 
2021-05-12 22:55:04,59.10, , , , 
2021-05-12 23:10:04,58.79, , , , 
2021-05-12 23:25:04,58.64, , , , 
2021-05-12 23:40:04,58.48, , , , 
2021-05-12 23:55:04,58.33, , , , 
2021-05-13 00:10:04,58.17, , , , 
2021-05-13 00:25:04,58.02, , , , 
2021-05-13 00:40:04,57.79, , , , 
2021-05-13 00:55:04,57.63, , , , 
2021-05-13 01:10:04,57.48, , , , 
2021-05-13 01:25:04,57.32, , , , 
2021-05-13 01:40:04,57.25, , , , 
2021-05-13 01:55:04,57.09, , , , 
2021-05-13 02:10:04,56.86, , , , 
2021-05-13 02:25:04,56.71, , , , 
2021-05-13 02:40:04,56.55, , , , 
2021-05-13 02:55:04,56.47, , , , 
2021-05-13 03:10:04,56.32, , , , 
2021-05-13 03:25:04,56.17, , , , 
2021-05-13 03:40:04,56.01, , , , 
2021-05-13 03:55:04,55.86, , , , 
2021-05-13 04:10:04,55.78, , , , 
2021-05-13 04:25:04,55.70, , , , 
2021-05-13 04:40:04,55.47, , , , 
2021-05-13 04:55:04,55.39, , , , 
2021-05-13 05:10:04,55.24, , , , 
2021-05-13 05:25:04,55.08, , , , 
2021-05-13 05:40:04,54.93, , , , 
2021-05-13 05:55:04,54.93, , , , 
2021-05-13 06:10:04,54.78, , , , 
2021-05-13 06:25:04,54.78, , , , 
2021-05-13 06:40:04,54.70, , , , 
2021-05-13 06:55:04,54.54, , , , 
2021-05-13 07:10:04,54.47, , , , 
2021-05-13 07:25:04,54.54, , , , 
2021-05-13 07:40:04,54.54, , , , 
2021-05-13 07:55:04,54.70, , , , 
2021-05-13 08:10:04,54.85, , , , 
2021-05-13 08:25:04,55.08, , , , 
2021-05-13 08:40:04,55.47, , , , 
2021-05-13 08:55:04,55.78, , , , 
2021-05-13 09:10:04,56.40, , , , 
2021-05-13 09:25:04,56.63, , , , 
2021-05-13 09:40:04,57.48, , , , 
2021-05-13 09:55:04,57.86, , , , 
2021-05-13 10:10:04,58.02, , , , 
2021-05-13 10:25:04,58.02, , , , 
2021-05-13 10:40:04,58.25, , , , 
2021-05-13 10:55:04,58.56, , , , 
2021-05-13 11:10:04,58.64, , , , 
2021-05-13 11:25:04,58.95, , , , 
2021-05-13 11:40:04,59.02, , , , 
2021-05-13 11:55:04,59.41, , , , 
2021-05-13 12:10:04,59.33, , , , 
2021-05-13 12:25:04,59.72, , , , 
2021-05-13 12:40:04,59.72, , , , 
2021-05-13 12:55:04,59.95, , , , 
2021-05-13 13:10:04,59.87, , , , 
2021-05-13 13:25:04,60.41, , , , 
2021-05-13 13:40:04,60.18, , , , 
2021-05-13 13:55:04,60.34, , , , 
2021-05-13 14:10:04,60.41, , , , 
2021-05-13 14:25:04,60.64, , , , 
2021-05-13 14:40:04,61.03, , , , 
2021-05-13 14:55:04,61.57, , , , 
2021-05-13 15:10:04,61.72, , , , 
2021-05-13 15:25:04,62.11, , , , 
2021-05-13 15:40:04,62.03, , , , 
2021-05-13 15:55:04,62.03, , , , 
2021-05-13 16:10:04,61.80, , , , 
2021-05-13 16:25:04,62.11, , , , 
2021-05-13 16:40:04,62.27, , , , 
2021-05-13 16:55:04,62.27, , , , 
2021-05-13 17:10:04,62.27, , , , 
2021-05-13 17:25:04,62.03, , , , 
2021-05-13 17:40:04,61.88, , , , 
2021-05-13 17:55:04,61.80, , , , 
2021-05-13 18:10:04,61.96, , , , 
2021-05-13 18:25:04,61.88, , , , 
2021-05-13 18:40:04,61.72, , , , 
2021-05-13 18:55:04,61.65, , , , 
2021-05-13 19:10:04,61.57, , , , 
2021-05-13 19:25:04,61.57, , , , 
2021-05-13 19:40:04,61.42, , , , 
2021-05-13 19:55:04,61.26, , , , 
2021-05-13 20:10:04,61.11, , , , 
2021-05-13 20:25:04,60.95, , , , 
2021-05-13 20:40:04,60.80, , , , 
2021-05-13 20:55:04,60.64, , , , 
2021-05-13 21:10:04,60.41, , , , 
2021-05-13 21:25:04,60.34, , , , 
2021-05-13 21:40:04,60.18, , , , 
2021-05-13 21:55:04,59.95, , , , 
2021-05-13 22:10:04,59.87, , , , 
2021-05-13 22:25:04,59.72, , , , 
2021-05-13 22:40:04,59.49, , , , 
2021-05-13 22:55:04,59.41, , , , 
2021-05-13 23:10:04,59.18, , , , 
2021-05-13 23:25:04,59.02, , , , 
2021-05-13 23:40:04,58.95, , , , 
